file,P0,P1,TN,FP,FN,TP,Recall,Neg_pred,Kappa,
blood_trans,0.5,4,128,30,43,23,0.43,0.81,0.17,
blood_trans,0.5,6,115,24,56,29,0.55,0.83,0.18,
blood_trans,0.5,8,104,21,67,32,0.6,0.83,0.16,
blood_trans,0.5,10,101,22,70,31,0.58,0.82,0.13,
blood_trans,0.5,12,92,18,79,35,0.66,0.84,0.14,
blood_trans,0.5,14,91,18,80,35,0.66,0.83,0.14,
blood_trans,0.5,16,90,14,81,39,0.74,0.87,0.18,
blood_trans,0.5,18,89,15,82,38,0.72,0.86,0.17,
blood_trans,0.5,20,90,17,81,36,0.68,0.84,0.15,
blood_trans,1,2,156,42,15,11,0.21,0.79,0.15,
blood_trans,1,4,141,34,30,19,0.36,0.81,0.19,
blood_trans,1,6,137,31,34,22,0.42,0.82,0.21,
blood_trans,1,8,128,30,43,23,0.43,0.81,0.17,
blood_trans,1,10,119,26,52,27,0.51,0.82,0.18,
blood_trans,1,12,115,24,56,29,0.55,0.83,0.18,
blood_trans,1,14,110,28,61,25,0.47,0.8,0.09,
blood_trans,1,16,104,21,67,32,0.6,0.83,0.16,
blood_trans,1,18,102,22,69,31,0.58,0.82,0.14,
blood_trans,1,20,94,20,77,33,0.62,0.82,0.13,
blood_trans,0.5,2,153,36,18,17,0.32,0.81,0.24,
blood_trans,0.5,4,127,33,44,20,0.38,0.79,0.11,
blood_trans,0.5,6,115,29,56,24,0.45,0.8,0.11,
blood_trans,0.5,8,110,28,61,25,0.47,0.8,0.09,
blood_trans,0.5,10,98,22,73,31,0.58,0.82,0.12,
blood_trans,0.5,12,88,20,83,33,0.62,0.81,0.1,
blood_trans,0.5,14,89,21,82,32,0.6,0.81,0.09,
blood_trans,0.5,16,91,19,80,34,0.64,0.83,0.12,
blood_trans,0.5,18,86,17,85,36,0.68,0.83,0.13,
blood_trans,0.5,20,84,18,87,35,0.66,0.82,0.1,
blood_trans,1,2,155,42,16,11,0.21,0.79,0.14,
blood_trans,1,4,141,38,30,15,0.28,0.79,0.11,
blood_trans,1,6,136,35,35,18,0.34,0.8,0.13,
blood_trans,1,8,126,33,45,20,0.38,0.79,0.11,
blood_trans,1,10,117,29,54,24,0.45,0.8,0.12,
blood_trans,1,12,117,29,54,24,0.45,0.8,0.12,
blood_trans,1,14,114,29,57,24,0.45,0.8,0.1,
blood_trans,1,16,108,28,63,25,0.47,0.79,0.08,
blood_trans,1,18,103,22,68,31,0.58,0.82,0.14,
blood_trans,1,20,98,22,73,31,0.58,0.82,0.12,
blood_trans,0.5,2,151,35,20,18,0.34,0.81,0.25,
blood_trans,0.5,4,124,31,47,22,0.42,0.8,0.13,
blood_trans,0.5,6,116,29,55,24,0.45,0.8,0.11,
blood_trans,0.5,8,110,29,61,24,0.45,0.79,0.08,
blood_trans,0.5,10,99,22,72,31,0.58,0.82,0.12,
blood_trans,0.5,12,86,20,85,33,0.62,0.81,0.09,
blood_trans,0.5,14,88,20,83,33,0.62,0.81,0.1,
blood_trans,0.5,16,90,21,81,32,0.6,0.81,0.09,
blood_trans,0.5,18,83,18,88,35,0.66,0.82,0.1,
blood_trans,0.5,20,78,18,93,35,0.66,0.81,0.08,
blood_trans,1,2,154,41,17,12,0.23,0.79,0.15,
blood_trans,1,4,149,35,22,18,0.34,0.81,0.23,
blood_trans,1,6,133,32,38,21,0.4,0.81,0.17,
blood_trans,1,8,126,30,45,23,0.43,0.81,0.16,
blood_trans,1,10,119,29,52,24,0.45,0.8,0.13,
blood_trans,1,12,119,29,52,24,0.45,0.8,0.13,
blood_trans,1,14,113,29,58,24,0.45,0.8,0.1,
blood_trans,1,16,108,28,63,25,0.47,0.79,0.08,
blood_trans,1,18,103,24,68,29,0.55,0.81,0.12,
blood_trans,1,20,99,22,72,31,0.58,0.82,0.12,
blood_trans,0.5,2,160,48,11,5,0.09,0.77,0.04,
blood_trans,0.5,4,153,45,18,8,0.15,0.77,0.06,
blood_trans,0.5,6,147,43,24,10,0.19,0.77,0.06,
blood_trans,0.5,8,109,16,62,37,0.7,0.87,0.26,
blood_trans,0.5,10,97,11,74,42,0.79,0.9,0.26,
blood_trans,0.5,12,88,10,83,43,0.81,0.9,0.22,
blood_trans,0.5,14,86,9,85,44,0.83,0.91,0.22,
blood_trans,0.5,16,86,9,85,44,0.83,0.91,0.22,
blood_trans,0.5,18,92,12,79,41,0.77,0.88,0.22,
blood_trans,0.5,20,79,9,92,44,0.83,0.9,0.19,
blood_trans,1,2,167,48,4,5,0.09,0.78,0.1,
blood_trans,1,4,159,47,12,6,0.11,0.77,0.06,
blood_trans,1,6,153,45,18,8,0.15,0.77,0.06,
blood_trans,1,8,148,44,23,9,0.17,0.77,0.04,
blood_trans,1,10,138,37,33,16,0.3,0.79,0.11,
blood_trans,1,12,131,33,40,20,0.38,0.8,0.14,
blood_trans,1,14,118,25,53,28,0.53,0.83,0.18,
blood_trans,1,16,112,21,59,32,0.6,0.84,0.21,
blood_trans,1,18,108,19,63,34,0.64,0.85,0.21,
blood_trans,1,20,94,14,77,39,0.74,0.87,0.2,
blood_trans,0.5,2,144,36,27,17,0.32,0.8,0.17,
blood_trans,0.5,4,128,30,43,23,0.43,0.81,0.17,
blood_trans,0.5,6,115,24,56,29,0.55,0.83,0.18,
blood_trans,0.5,8,104,23,67,30,0.57,0.82,0.14,
blood_trans,0.5,10,96,20,75,33,0.62,0.83,0.14,
blood_trans,0.5,12,92,20,79,33,0.62,0.82,0.12,
blood_trans,0.5,14,96,20,75,33,0.62,0.83,0.14,
blood_trans,0.5,16,91,17,80,36,0.68,0.84,0.15,
blood_trans,0.5,18,90,17,81,36,0.68,0.84,0.15,
blood_trans,0.5,20,87,15,84,38,0.72,0.85,0.16,
blood_trans,1,2,152,42,19,11,0.21,0.78,0.11,
blood_trans,1,4,141,34,30,19,0.36,0.81,0.19,
blood_trans,1,6,136,31,35,22,0.42,0.81,0.21,
blood_trans,1,8,126,30,45,23,0.43,0.81,0.16,
blood_trans,1,10,117,26,54,27,0.51,0.82,0.16,
blood_trans,1,12,106,24,65,29,0.55,0.82,0.13,
blood_trans,1,14,109,28,62,25,0.47,0.8,0.09,
blood_trans,1,16,105,24,66,29,0.55,0.81,0.13,
blood_trans,1,18,102,21,69,32,0.6,0.83,0.15,
blood_trans,1,20,94,20,77,33,0.62,0.82,0.13,
blood_trans,0.5,2,151,35,20,18,0.34,0.81,0.25,
blood_trans,0.5,4,126,33,45,20,0.38,0.79,0.11,
blood_trans,0.5,6,117,29,54,24,0.45,0.8,0.12,
blood_trans,0.5,8,110,28,61,25,0.47,0.8,0.09,
blood_trans,0.5,10,98,22,73,31,0.58,0.82,0.12,
blood_trans,0.5,12,90,21,81,32,0.6,0.81,0.09,
blood_trans,0.5,14,91,21,80,32,0.6,0.81,0.1,
blood_trans,0.5,16,89,19,82,34,0.64,0.82,0.11,
blood_trans,0.5,18,86,17,85,36,0.68,0.83,0.13,
blood_trans,0.5,20,83,18,88,35,0.66,0.82,0.1,
blood_trans,1,2,155,41,16,12,0.23,0.79,0.16,
blood_trans,1,4,141,37,30,16,0.3,0.79,0.13,
blood_trans,1,6,135,35,36,18,0.34,0.79,0.13,
blood_trans,1,8,125,32,46,21,0.4,0.8,0.12,
blood_trans,1,10,116,29,55,24,0.45,0.8,0.11,
blood_trans,1,12,116,29,55,24,0.45,0.8,0.11,
blood_trans,1,14,114,29,57,24,0.45,0.8,0.1,
blood_trans,1,16,108,28,63,25,0.47,0.79,0.08,
blood_trans,1,18,103,22,68,31,0.58,0.82,0.14,
blood_trans,1,20,98,22,73,31,0.58,0.82,0.12,
blood_trans,0.5,2,150,35,21,18,0.34,0.81,0.24,
blood_trans,0.5,4,126,30,45,23,0.43,0.81,0.16,
blood_trans,0.5,6,119,29,52,24,0.45,0.8,0.13,
blood_trans,0.5,8,108,28,63,25,0.47,0.79,0.08,
blood_trans,0.5,10,99,22,72,31,0.58,0.82,0.12,
blood_trans,0.5,12,87,20,84,33,0.62,0.81,0.09,
blood_trans,0.5,14,88,21,83,32,0.6,0.81,0.08,
blood_trans,0.5,16,89,21,82,32,0.6,0.81,0.09,
blood_trans,0.5,18,82,17,89,36,0.68,0.83,0.11,
blood_trans,0.5,20,78,18,93,35,0.66,0.81,0.08,
blood_trans,1,2,154,41,17,12,0.23,0.79,0.15,
blood_trans,1,4,148,34,23,19,0.36,0.81,0.24,
blood_trans,1,6,133,32,38,21,0.4,0.81,0.17,
blood_trans,1,8,126,29,45,24,0.45,0.81,0.17,
blood_trans,1,10,119,29,52,24,0.45,0.8,0.13,
blood_trans,1,12,119,29,52,24,0.45,0.8,0.13,
blood_trans,1,14,113,29,58,24,0.45,0.8,0.1,
blood_trans,1,16,107,28,64,25,0.47,0.79,0.08,
blood_trans,1,18,102,24,69,29,0.55,0.81,0.11,
blood_trans,1,20,99,22,72,31,0.58,0.82,0.12,
blood_trans,0.5,2,160,47,11,6,0.11,0.77,0.06,
blood_trans,0.5,4,151,45,20,8,0.15,0.77,0.04,
blood_trans,0.5,6,136,33,35,20,0.38,0.8,0.17,
blood_trans,0.5,8,109,18,62,35,0.66,0.86,0.23,
blood_trans,0.5,10,95,12,76,41,0.77,0.89,0.23,
blood_trans,0.5,12,91,11,80,42,0.79,0.89,0.22,
blood_trans,0.5,14,96,12,75,41,0.77,0.89,0.24,
blood_trans,0.5,16,82,9,89,44,0.83,0.9,0.2,
blood_trans,0.5,18,81,9,90,44,0.83,0.9,0.2,
blood_trans,0.5,20,77,8,94,45,0.85,0.91,0.19,
blood_trans,1,2,166,48,5,5,0.09,0.78,0.09,
blood_trans,1,4,158,47,13,6,0.11,0.77,0.05,
blood_trans,1,6,146,41,25,12,0.23,0.78,0.09,
blood_trans,1,8,141,39,30,14,0.26,0.78,0.09,
blood_trans,1,10,130,33,41,20,0.38,0.8,0.13,
blood_trans,1,12,127,33,44,20,0.38,0.79,0.11,
blood_trans,1,14,126,30,45,23,0.43,0.81,0.16,
blood_trans,1,16,110,21,61,32,0.6,0.84,0.2,
blood_trans,1,18,105,20,66,33,0.62,0.84,0.18,
blood_trans,1,20,106,20,65,33,0.62,0.84,0.19,
blood_trans,0.5,2,141,34,30,19,0.36,0.81,0.19,
blood_trans,0.5,4,128,30,43,23,0.43,0.81,0.17,
blood_trans,0.5,6,115,24,56,29,0.55,0.83,0.18,
blood_trans,0.5,8,104,21,67,32,0.6,0.83,0.16,
blood_trans,0.5,10,94,20,77,33,0.62,0.82,0.13,
blood_trans,0.5,12,93,20,78,33,0.62,0.82,0.12,
blood_trans,0.5,14,99,18,72,35,0.66,0.85,0.18,
blood_trans,0.5,16,91,17,80,36,0.68,0.84,0.15,
blood_trans,0.5,18,91,18,80,35,0.66,0.83,0.14,
blood_trans,0.5,20,87,16,84,37,0.7,0.84,0.14,
blood_trans,1,2,151,41,20,12,0.23,0.79,0.13,
blood_trans,1,4,141,34,30,19,0.36,0.81,0.19,
blood_trans,1,6,132,32,39,21,0.4,0.8,0.16,
blood_trans,1,8,124,30,47,23,0.43,0.81,0.14,
blood_trans,1,10,117,25,54,28,0.53,0.82,0.18,
blood_trans,1,12,107,24,64,29,0.55,0.82,0.14,
blood_trans,1,14,109,27,62,26,0.49,0.8,0.1,
blood_trans,1,16,105,24,66,29,0.55,0.81,0.13,
blood_trans,1,18,100,21,71,32,0.6,0.83,0.14,
blood_trans,1,20,94,20,77,33,0.62,0.82,0.13,
blood_trans,0.5,2,141,38,30,15,0.28,0.79,0.11,
blood_trans,0.5,4,126,33,45,20,0.38,0.79,0.11,
blood_trans,0.5,6,117,29,54,24,0.45,0.8,0.12,
blood_trans,0.5,8,108,28,63,25,0.47,0.79,0.08,
blood_trans,0.5,10,98,22,73,31,0.58,0.82,0.12,
blood_trans,0.5,12,90,21,81,32,0.6,0.81,0.09,
blood_trans,0.5,14,91,21,80,32,0.6,0.81,0.1,
blood_trans,0.5,16,89,19,82,34,0.64,0.82,0.11,
blood_trans,0.5,18,86,18,85,35,0.66,0.83,0.11,
blood_trans,0.5,20,84,18,87,35,0.66,0.82,0.1,
blood_trans,1,2,155,41,16,12,0.23,0.79,0.16,
blood_trans,1,4,141,38,30,15,0.28,0.79,0.11,
blood_trans,1,6,134,35,37,18,0.34,0.79,0.12,
blood_trans,1,8,125,32,46,21,0.4,0.8,0.12,
blood_trans,1,10,116,29,55,24,0.45,0.8,0.11,
blood_trans,1,12,116,29,55,24,0.45,0.8,0.11,
blood_trans,1,14,114,29,57,24,0.45,0.8,0.1,
blood_trans,1,16,108,28,63,25,0.47,0.79,0.08,
blood_trans,1,18,102,22,69,31,0.58,0.82,0.14,
blood_trans,1,20,98,22,73,31,0.58,0.82,0.12,
blood_trans,0.5,2,149,35,22,18,0.34,0.81,0.23,
blood_trans,0.5,4,126,30,45,23,0.43,0.81,0.16,
blood_trans,0.5,6,119,29,52,24,0.45,0.8,0.13,
blood_trans,0.5,8,108,28,63,25,0.47,0.79,0.08,
blood_trans,0.5,10,99,22,72,31,0.58,0.82,0.12,
blood_trans,0.5,12,87,20,84,33,0.62,0.81,0.09,
blood_trans,0.5,14,89,21,82,32,0.6,0.81,0.09,
blood_trans,0.5,16,89,21,82,32,0.6,0.81,0.09,
blood_trans,0.5,18,82,18,89,35,0.66,0.82,0.1,
blood_trans,0.5,20,76,18,95,35,0.66,0.81,0.07,
blood_trans,1,2,155,41,16,12,0.23,0.79,0.16,
blood_trans,1,4,148,33,23,20,0.38,0.82,0.26,
blood_trans,1,6,134,32,37,21,0.4,0.81,0.17,
blood_trans,1,8,126,30,45,23,0.43,0.81,0.16,
blood_trans,1,10,121,29,50,24,0.45,0.81,0.14,
blood_trans,1,12,119,29,52,24,0.45,0.8,0.13,
blood_trans,1,14,112,29,59,24,0.45,0.79,0.09,
blood_trans,1,16,107,28,64,25,0.47,0.79,0.08,
blood_trans,1,18,102,24,69,29,0.55,0.81,0.11,
blood_trans,1,20,99,22,72,31,0.58,0.82,0.12,
blood_trans,0.5,2,159,47,12,6,0.11,0.77,0.06,
blood_trans,0.5,4,148,44,23,9,0.17,0.77,0.04,
blood_trans,0.5,6,132,32,39,21,0.4,0.8,0.16,
blood_trans,0.5,8,115,21,56,32,0.6,0.85,0.23,
blood_trans,0.5,10,92,13,79,40,0.75,0.88,0.2,
blood_trans,0.5,12,91,11,80,42,0.79,0.89,0.22,
blood_trans,0.5,14,95,12,76,41,0.77,0.89,0.23,
blood_trans,0.5,16,82,9,89,44,0.83,0.9,0.2,
blood_trans,0.5,18,79,9,92,44,0.83,0.9,0.19,
blood_trans,0.5,20,74,7,97,46,0.87,0.91,0.19,
blood_trans,1,2,165,48,6,5,0.09,0.77,0.08,
blood_trans,1,4,158,47,13,6,0.11,0.77,0.05,
blood_trans,1,6,143,40,28,13,0.25,0.78,0.09,
blood_trans,1,8,138,39,33,14,0.26,0.78,0.07,
blood_trans,1,10,130,33,41,20,0.38,0.8,0.13,
blood_trans,1,12,126,32,45,21,0.4,0.8,0.12,
blood_trans,1,14,126,30,45,23,0.43,0.81,0.16,
blood_trans,1,16,119,25,52,28,0.53,0.83,0.19,
blood_trans,1,18,109,20,62,33,0.62,0.84,0.2,
blood_trans,1,20,107,20,64,33,0.62,0.84,0.19,
blood_trans,0.5,2,140,34,31,19,0.36,0.8,0.18,
blood_trans,0.5,4,127,30,44,23,0.43,0.81,0.16,
blood_trans,0.5,6,105,21,66,32,0.6,0.83,0.17,
blood_trans,0.5,8,104,23,67,30,0.57,0.82,0.14,
blood_trans,0.5,10,94,20,77,33,0.62,0.82,0.13,
blood_trans,0.5,12,94,20,77,33,0.62,0.82,0.13,
blood_trans,0.5,14,100,18,71,35,0.66,0.85,0.18,
blood_trans,0.5,16,91,17,80,36,0.68,0.84,0.15,
blood_trans,0.5,18,91,19,80,34,0.64,0.83,0.12,
blood_trans,0.5,20,87,16,84,37,0.7,0.84,0.14,
blood_trans,1,2,151,41,20,12,0.23,0.79,0.13,
blood_trans,1,4,141,34,30,19,0.36,0.81,0.19,
blood_trans,1,6,133,32,38,21,0.4,0.81,0.17,
blood_trans,1,8,125,31,46,22,0.42,0.8,0.13,
blood_trans,1,10,117,25,54,28,0.53,0.82,0.18,
blood_trans,1,12,111,29,60,24,0.45,0.79,0.08,
blood_trans,1,14,107,27,64,26,0.49,0.8,0.09,
blood_trans,1,16,107,25,64,28,0.53,0.81,0.12,
blood_trans,1,18,100,21,71,32,0.6,0.83,0.14,
blood_trans,1,20,95,20,76,33,0.62,0.83,0.13,
blood_trans,0.5,2,142,38,29,15,0.28,0.79,0.12,
blood_trans,0.5,4,126,33,45,20,0.38,0.79,0.11,
blood_trans,0.5,6,117,29,54,24,0.45,0.8,0.12,
blood_trans,0.5,8,108,28,63,25,0.47,0.79,0.08,
blood_trans,0.5,10,98,22,73,31,0.58,0.82,0.12,
blood_trans,0.5,12,91,21,80,32,0.6,0.81,0.1,
blood_trans,0.5,14,91,21,80,32,0.6,0.81,0.1,
blood_trans,0.5,16,89,19,82,34,0.64,0.82,0.11,
blood_trans,0.5,18,87,18,84,35,0.66,0.83,0.12,
blood_trans,0.5,20,83,18,88,35,0.66,0.82,0.1,
blood_trans,1,2,155,41,16,12,0.23,0.79,0.16,
blood_trans,1,4,142,40,29,13,0.25,0.78,0.08,
blood_trans,1,6,134,35,37,18,0.34,0.79,0.12,
blood_trans,1,8,125,32,46,21,0.4,0.8,0.12,
blood_trans,1,10,116,29,55,24,0.45,0.8,0.11,
blood_trans,1,12,116,29,55,24,0.45,0.8,0.11,
blood_trans,1,14,114,29,57,24,0.45,0.8,0.1,
blood_trans,1,16,108,28,63,25,0.47,0.79,0.08,
blood_trans,1,18,102,22,69,31,0.58,0.82,0.14,
blood_trans,1,20,98,22,73,31,0.58,0.82,0.12,
blood_trans,0.5,2,149,34,22,19,0.36,0.81,0.25,
blood_trans,0.5,4,126,30,45,23,0.43,0.81,0.16,
blood_trans,0.5,6,119,29,52,24,0.45,0.8,0.13,
blood_trans,0.5,8,108,28,63,25,0.47,0.79,0.08,
blood_trans,0.5,10,99,22,72,31,0.58,0.82,0.12,
blood_trans,0.5,12,87,20,84,33,0.62,0.81,0.09,
blood_trans,0.5,14,89,21,82,32,0.6,0.81,0.09,
blood_trans,0.5,16,89,21,82,32,0.6,0.81,0.09,
blood_trans,0.5,18,82,18,89,35,0.66,0.82,0.1,
blood_trans,0.5,20,76,18,95,35,0.66,0.81,0.07,
blood_trans,1,2,154,41,17,12,0.23,0.79,0.15,
blood_trans,1,4,148,33,23,20,0.38,0.82,0.26,
blood_trans,1,6,134,32,37,21,0.4,0.81,0.17,
blood_trans,1,8,126,30,45,23,0.43,0.81,0.16,
blood_trans,1,10,119,29,52,24,0.45,0.8,0.13,
blood_trans,1,12,119,29,52,24,0.45,0.8,0.13,
blood_trans,1,14,112,29,59,24,0.45,0.79,0.09,
blood_trans,1,16,107,28,64,25,0.47,0.79,0.08,
blood_trans,1,18,102,24,69,29,0.55,0.81,0.11,
blood_trans,1,20,98,22,73,31,0.58,0.82,0.12,
blood_trans,0.5,2,159,47,12,6,0.11,0.77,0.06,
blood_trans,0.5,4,148,44,23,9,0.17,0.77,0.04,
blood_trans,0.5,6,131,33,40,20,0.38,0.8,0.14,
blood_trans,0.5,8,112,21,59,32,0.6,0.84,0.21,
blood_trans,0.5,10,94,14,77,39,0.74,0.87,0.2,
blood_trans,0.5,12,93,13,78,40,0.75,0.88,0.21,
blood_trans,0.5,14,95,12,76,41,0.77,0.89,0.23,
blood_trans,0.5,16,90,12,81,41,0.77,0.88,0.21,
blood_trans,0.5,18,79,7,92,46,0.87,0.92,0.21,
blood_trans,0.5,20,81,10,90,43,0.81,0.89,0.19,
blood_trans,1,2,165,48,6,5,0.09,0.77,0.08,
blood_trans,1,4,156,46,15,7,0.13,0.77,0.06,
blood_trans,1,6,142,40,29,13,0.25,0.78,0.08,
blood_trans,1,8,135,38,36,15,0.28,0.78,0.07,
blood_trans,1,10,130,32,41,21,0.4,0.8,0.15,
blood_trans,1,12,126,32,45,21,0.4,0.8,0.12,
blood_trans,1,14,123,30,48,23,0.43,0.8,0.14,
blood_trans,1,16,118,28,53,25,0.47,0.81,0.14,
blood_trans,1,18,117,27,54,26,0.49,0.81,0.15,
blood_trans,1,20,114,24,57,29,0.55,0.83,0.18,
blood_trans,0.5,2,141,34,30,19,0.36,0.81,0.19,
blood_trans,0.5,4,126,30,45,23,0.43,0.81,0.16,
blood_trans,0.5,6,106,24,65,29,0.55,0.82,0.13,
blood_trans,0.5,8,105,24,66,29,0.55,0.81,0.13,
blood_trans,0.5,10,94,20,77,33,0.62,0.82,0.13,
blood_trans,0.5,12,94,20,77,33,0.62,0.82,0.13,
blood_trans,0.5,14,100,18,71,35,0.66,0.85,0.18,
blood_trans,0.5,16,91,17,80,36,0.68,0.84,0.15,
blood_trans,0.5,18,91,19,80,34,0.64,0.83,0.12,
blood_trans,0.5,20,88,16,83,37,0.7,0.85,0.15,
blood_trans,1,2,151,41,20,12,0.23,0.79,0.13,
blood_trans,1,4,141,34,30,19,0.36,0.81,0.19,
blood_trans,1,6,132,32,39,21,0.4,0.8,0.16,
blood_trans,1,8,125,31,46,22,0.42,0.8,0.13,
blood_trans,1,10,117,25,54,28,0.53,0.82,0.18,
